DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.12.10-05.56.03, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.547372ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionIdCC7F01704CC9C0BE1EFF9284D89F5E8D_1158, GetCachedData, Parent=DDCTransactionIdCC7F01704CC9C0BE1EFF9284D89F5E8D_1156, StartTime=2015.12.10-05.57.59, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.175361ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionIdB0A1B26349C09131B53EE69C8B831E4A_1180, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_A9B8655648B87829E4079E90BFE2E03__22CEAD6B8BDDC7BC0B9269127BFBF4712658460E, StartTime=2015.12.10-05.57.59, HierarchicalDDC, DataSize=33028 bytes, Retrieved=true, Duration=0.442937ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionIdB0A1B26349C09131B53EE69C8B831E4A_1181, CachedDataProbablyExists, Parent=DDCTransactionIdB0A1B26349C09131B53EE69C8B831E4A_1180, StartTime=2015.12.10-05.57.59, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.153292ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionIdB0A1B26349C09131B53EE69C8B831E4A_1182, GetCachedData, Parent=DDCTransactionIdB0A1B26349C09131B53EE69C8B831E4A_1180, StartTime=2015.12.10-05.57.59, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.143047ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionIdCC7F01704CC9C0BE1EFF9284D89F5E8D_1159, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_CB7E9BB2497D9A77671EA98D032124B__86940FDA6211DDE78C80EFB064BDCF9C8E1385DB, StartTime=2015.12.10-05.57.59, HierarchicalDDC, DataSize=131333 bytes, Retrieved=true, Duration=0.459492ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionIdCC7F01704CC9C0BE1EFF9284D89F5E8D_1160, CachedDataProbablyExists, Parent=DDCTransactionIdCC7F01704CC9C0BE1EFF9284D89F5E8D_1159, StartTime=2015.12.10-05.57.59, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.059109ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionIdCC7F01704CC9C0BE1EFF9284D89F5E8D_1161, GetCachedData, Parent=DDCTransactionIdCC7F01704CC9C0BE1EFF9284D89F5E8D_1159, StartTime=2015.12.10-05.57.59, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.246692ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionIdB0A1B26349C09131B53EE69C8B831E4A_1183, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_CB7E9BB2497D9A77671EA98D032124B__7FEC768988755552AD42B96AE5434609E5A18E3C, StartTime=2015.12.10-05.57.59, HierarchicalDDC, DataSize=33028 bytes, Retrieved=true, Duration=0.318017ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionIdB0A1B26349C09131B53EE69C8B831E4A_1184, CachedDataProbablyExists, Parent=DDCTransactionIdB0A1B26349C09131B53EE69C8B831E4A_1183, StartTime=2015.12.10-05.57.59, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.097338ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionIdB0A1B26349C09131B53EE69C8B831E4A_1185, GetCachedData, Parent=DDCTransactionIdB0A1B26349C09131B53EE69C8B831E4A_1183, StartTime=2015.12.10-05.57.59, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.133984ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
SavePackageTransactionId8B8692E6413CFF54A18427A8F7BABF9E_870, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/ThirdPersonBP/Maps/Cave.umap, FlushAsyncLoading=0.062265ms, FlushStreamingFunc=0.005912ms, BlockTillAllRequestsFinished=0.003938ms, ResetLoadersForSaveUnMarkAllObjects=0.158813ms, TagPackageExports=25.749233ms, BeginCacheForCookedPlatformData=1.059666ms, SerializeImports=19.170948ms, GatherLocalizableTextData=0.048470ms, MarkNames=0.585597ms, SerializeSummary=0.046499ms, SerializeNames=0.858296ms, SerializeGatherableTextData=0.002757ms, BuildExportMap=2.714388ms, SortExportsNonSeekfree=23.577885ms, SortExportsSeekfreeConstructor=0.024430ms, SortExportsSeekfreeInner=53.458992ms, SortExportsSeekfree=0.012215ms, BuildDependencyMap=0.588749ms, SerializeImportMap=0.157237ms, SerializeExportMap=0.273488ms, SerializeDependencyMap=0.053197ms, SerializeStringAssetReferenceMap=0.001971ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017341ms, SerializeExports=11.690620ms, SerializeBulkData=54.462303ms, AsyncWrite=22.005919ms, UnaccountedTime=7.747900ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/StarterContent/Textures/T_Brick_Hewn_Stone_M.uasset, AllOfLoadPackage_Duration=9.714723ms, AllOfLoadPackage_HitCount=274, ResolveRedirectors_Duration=0.033103ms, ResolveRedirectors_HitCount=274, CacheForCookedPlatformData_Duration=34.340456ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.226989ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.072513ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=7.578846ms, SaveCookedPackage_HitCount=1, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_3586, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_A14F616442A02217C7278E83D3EFE__656E7E303859D6FFD651ECAA0849E612640358FE, StartTime=2015.12.10-05.57.59, HierarchicalDDC, Duration=0.008274ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionIdB0A1B26349C09131B53EE69C8B831E4A_1186, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_A14F616442A02217C7278E83D3EFE__656E7E303859D6FFD651ECAA0849E612640358FE, StartTime=2015.12.10-05.57.59, HierarchicalDDC, DataSize=4749 bytes, Retrieved=true, Duration=4.046358ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId8497C6484D6A53751A462CA7BD9F0846_1098, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_A14F616442A02217C7278E83D3EFE__EA6F33462EF9D587EE42EF09498E6368F6A42186, StartTime=2015.12.10-05.57.59, HierarchicalDDC, DataSize=2097417 bytes, Retrieved=true, Duration=27.630150ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionIdCC7F01704CC9C0BE1EFF9284D89F5E8D_1162, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_A14F616442A02217C7278E83D3EFE__EF0823F0E3CEC39D5D0CE0016CACBE0DF87DC2F6, StartTime=2015.12.10-05.57.59, HierarchicalDDC, DataSize=524553 bytes, Retrieved=true, Duration=13.298840ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionIdCC7F01704CC9C0BE1EFF9284D89F5E8D_1163, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_A14F616442A02217C7278E83D3EFE__C395706CE31C39DAE1504E9243761DBC2C1795C2, StartTime=2015.12.10-05.57.59, HierarchicalDDC, DataSize=131335 bytes, Retrieved=true, Duration=1.279168ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionIdCC7F01704CC9C0BE1EFF9284D89F5E8D_1164, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_A14F616442A02217C7278E83D3EFE__4E6053CD587426678B06168BAE8C4E2038AB469D, StartTime=2015.12.10-05.57.59, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.546582ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionIdCC7F01704CC9C0BE1EFF9284D89F5E8D_1165, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_A14F616442A02217C7278E83D3EFE__2597D62775FC3E58D5384BCB323859D9BFA4568B, StartTime=2015.12.10-05.57.59, HierarchicalDDC, DataSize=8455 bytes, Retrieved=true, Duration=0.212405ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
SavePackageTransactionId8B8692E6413CFF54A18427A8F7BABF9E_871, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/StarterContent/Textures/T_Brick_Hewn_Stone_M.uasset, FlushAsyncLoading=0.190731ms, FlushStreamingFunc=0.007488ms, BlockTillAllRequestsFinished=0.005912ms, ResetLoadersForSaveUnMarkAllObjects=0.287674ms, TagPackageExports=0.042953ms, BeginCacheForCookedPlatformData=0.027981ms, SerializeImports=0.064235ms, GatherLocalizableTextData=0.003152ms, MarkNames=0.004333ms, SerializeSummary=0.022858ms, SerializeNames=0.020884ms, SerializeGatherableTextData=0.002366ms, BuildExportMap=0.014581ms, SortExportsNonSeekfree=0.004731ms, SortExportsSeekfreeConstructor=0.018518ms, SortExportsSeekfreeInner=0.241570ms, SortExportsSeekfree=0.003941ms, BuildDependencyMap=0.009850ms, SerializeImportMap=0.029948ms, SerializeExportMap=0.006307ms, SerializeDependencyMap=0.004336ms, SerializeStringAssetReferenceMap=0.004333ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.022069ms, SerializeExports=0.053201ms, SerializeBulkData=2.555575ms, AsyncWrite=1.920719ms, UnaccountedTime=0.484318ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/StarterContent/Textures/T_Brick_Cut_Stone_N.uasset, AllOfLoadPackage_Duration=17.267190ms, AllOfLoadPackage_HitCount=483, ResolveRedirectors_Duration=0.054389ms, ResolveRedirectors_HitCount=483, CacheForCookedPlatformData_Duration=57.209399ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.427175ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.171028ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=14.773861ms, SaveCookedPackage_HitCount=1, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_3587, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_582E234240508E3B13F89190A590151F___74F890473C471A4E98F19FF8C28273CFFAE48DBE, StartTime=2015.12.10-05.57.59, HierarchicalDDC, Duration=0.011824ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId8497C6484D6A53751A462CA7BD9F0846_1099, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_582E234240508E3B13F89190A590151F___74F890473C471A4E98F19FF8C28273CFFAE48DBE, StartTime=2015.12.10-05.57.59, HierarchicalDDC, DataSize=7468 bytes, Retrieved=true, Duration=0.985973ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionIdB0A1B26349C09131B53EE69C8B831E4A_1187, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_582E234240508E3B13F89190A590151F___498BA4A805FD9FEAD4F297D0C591F0B9E0B2AACF, StartTime=2015.12.10-05.57.59, HierarchicalDDC, DataSize=4194565 bytes, Retrieved=true, Duration=50.434860ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionIdCC7F01704CC9C0BE1EFF9284D89F5E8D_1166, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_582E234240508E3B13F89190A590151F___213BC3F550AF404769AA7977550F8E745E2AEB8B, StartTime=2015.12.10-05.57.59, HierarchicalDDC, DataSize=1048837 bytes, Retrieved=true, Duration=30.816250ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionIdCC7F01704CC9C0BE1EFF9284D89F5E8D_1167, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_582E234240508E3B13F89190A590151F___082F636E1F40D9DEC3FEAE5B6386A964DE876C2E, StartTime=2015.12.10-05.57.59, HierarchicalDDC, DataSize=262403 bytes, Retrieved=true, Duration=3.849715ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionIdCC7F01704CC9C0BE1EFF9284D89F5E8D_1168, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_582E234240508E3B13F89190A590151F___23311B37DD3908FBFE1266A9DCE51AD9F652D993, StartTime=2015.12.10-05.57.59, HierarchicalDDC, DataSize=65795 bytes, Retrieved=true, Duration=0.851199ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionIdCC7F01704CC9C0BE1EFF9284D89F5E8D_1169, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_582E234240508E3B13F89190A590151F___3B5D5FE0CAB7EE3E43E5994C20E87E8B8E5AA237, StartTime=2015.12.10-05.57.59, HierarchicalDDC, DataSize=16643 bytes, Retrieved=true, Duration=0.390135ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
SavePackageTransactionId8B8692E6413CFF54A18427A8F7BABF9E_872, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/StarterContent/Textures/T_Brick_Cut_Stone_N.uasset, FlushAsyncLoading=0.262063ms, FlushStreamingFunc=0.009850ms, BlockTillAllRequestsFinished=0.008669ms, ResetLoadersForSaveUnMarkAllObjects=0.323929ms, TagPackageExports=0.086695ms, BeginCacheForCookedPlatformData=0.048079ms, SerializeImports=0.116251ms, GatherLocalizableTextData=0.006698ms, MarkNames=0.011824ms, SerializeSummary=0.029162ms, SerializeNames=0.048079ms, SerializeGatherableTextData=0.006698ms, BuildExportMap=0.026010ms, SortExportsNonSeekfree=0.009455ms, SortExportsSeekfreeConstructor=0.025615ms, SortExportsSeekfreeInner=0.336934ms, SortExportsSeekfree=0.007488ms, BuildDependencyMap=0.017732ms, SerializeImportMap=0.023250ms, SerializeExportMap=0.005517ms, SerializeDependencyMap=0.004731ms, SerializeStringAssetReferenceMap=0.004333ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.039015ms, SerializeExports=0.095364ms, SerializeBulkData=4.177194ms, AsyncWrite=4.605945ms, UnaccountedTime=2.037760ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_3588, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_6F__AC069EA7EE967F24AFEA12412AE3B509B1BA2FB6, StartTime=2015.12.10-05.57.59, HierarchicalDDC, DataSize=282673 bytes, Retrieved=true, Duration=1.448225ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_3589, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_E824ACF94B893FF8ACBF6C8CA802EDB__DAE5118FCD3DABE0101156C29EDA810078D6CC27, StartTime=2015.12.10-05.57.59, HierarchicalDDC, DataSize=107156 bytes, Retrieved=true, Duration=0.830315ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_3590, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_E824ACF94B893FF8A__6AAF6AEDB43B117F248AAEF78E027F2819B8289F, StartTime=2015.12.10-05.57.59, HierarchicalDDC, DataSize=393 bytes, Retrieved=true, Duration=0.175759ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_3591, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufE7FC0318__3236D09E017B87C27037B0A0E5C5AEAC7D15FE71, StartTime=2015.12.10-05.57.59, HierarchicalDDC, DataSize=140630 bytes, Retrieved=true, Duration=0.613183ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_3592, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufE7FC0318__D70D4AAD4E02FD792955F57C5EA618A9683E3628, StartTime=2015.12.10-05.57.59, HierarchicalDDC, DataSize=108920 bytes, Retrieved=true, Duration=0.374764ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_3593, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufECFD7059__F096A2656663125C187970E918DA4BB75AA1A019, StartTime=2015.12.10-05.57.59, HierarchicalDDC, DataSize=146475 bytes, Retrieved=true, Duration=0.358608ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_3594, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufECFD7059__AE6A0A37DF47B1ACA288D5E2E81FE3391348CD8B, StartTime=2015.12.10-05.57.59, HierarchicalDDC, DataSize=113139 bytes, Retrieved=true, Duration=0.280976ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_3595, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf7DD52D4D__AD7BB15E265FBA66475E9C620B2AB1AE3ECC70A5, StartTime=2015.12.10-05.57.59, HierarchicalDDC, DataSize=92287 bytes, Retrieved=true, Duration=0.269152ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_3596, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf7DD52D4D__313A78D57D17A4C5F4C3E2171C0718DF56E61453, StartTime=2015.12.10-05.57.59, HierarchicalDDC, DataSize=60657 bytes, Retrieved=true, Duration=0.314869ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_3597, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_79__7313E9B33D0FD012946A146569666CB3FB76A230, StartTime=2015.12.10-05.57.59, HierarchicalDDC, DataSize=1810281 bytes, Retrieved=true, Duration=11.475455ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_3598, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_6E52BDA04AB03E3BE__51FF12FEFC73747A81560ED18F6C410A784C2D66, StartTime=2015.12.10-05.57.59, HierarchicalDDC, DataSize=1237 bytes, Retrieved=true, Duration=0.096153ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_3599, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_6E52BDA04AB03E3BE3538CA06EC8B44__B257C8723BD8D9112972541AF17F4AD7163B4846, StartTime=2015.12.10-05.57.59, HierarchicalDDC, DataSize=1010658 bytes, Retrieved=true, Duration=5.085140ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_3600, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufB1F9A105__8401C7B3A9B3EC36C7C30599B1400834CE676614, StartTime=2015.12.10-05.57.59, HierarchicalDDC, DataSize=140942 bytes, Retrieved=true, Duration=0.437818ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_3601, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufB1F9A105__607696D1287F5328A48CDE6F64758A4433EE2267, StartTime=2015.12.10-05.57.59, HierarchicalDDC, DataSize=109182 bytes, Retrieved=true, Duration=0.365704ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_3602, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufC9EC730F__9383AFCECA9510CA97776FFFEBD2A682A3B1DFBE, StartTime=2015.12.10-05.57.59, HierarchicalDDC, DataSize=140178 bytes, Retrieved=true, Duration=0.372007ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_3603, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufC9EC730F__CA89FFD437650F1AA169925954EAEF095B2B6B1F, StartTime=2015.12.10-05.57.59, HierarchicalDDC, DataSize=108480 bytes, Retrieved=true, Duration=0.602540ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_3604, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufCA17AC94__EA68075563645E04D60FF44D9A12FC506C40E2BE, StartTime=2015.12.10-05.57.59, HierarchicalDDC, DataSize=97846 bytes, Retrieved=true, Duration=0.258118ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_3605, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufCA17AC94__C1B1354554E380EE7EA86B3B6972922373EFF8C5, StartTime=2015.12.10-05.57.59, HierarchicalDDC, DataSize=66298 bytes, Retrieved=true, Duration=0.205707ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_3606, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_59C8941D47F6BCA8FC93089E67F216FB__1_0_13123_0, StartTime=2015.12.10-05.57.59, HierarchicalDDC, DataSize=458 bytes, Retrieved=true, Duration=0.101671ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_3607, GetCachedData, CacheKey=REFL_ENC_96DFC022836B48889143E9DF484C3296_A25C60BF40034D54660163BF7FE72E2C, StartTime=2015.12.10-05.57.59, HierarchicalDDC, DataSize=524280 bytes, Retrieved=true, Duration=2.148889ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/StarterContent/Maps/Advanced_Lighting.umap, AllOfLoadPackage_Duration=117.567848ms, AllOfLoadPackage_HitCount=5, ResolveRedirectors_Duration=0.001572ms, ResolveRedirectors_HitCount=5, CacheForCookedPlatformData_Duration=103.981733ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.294376ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.425208ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=22.868942ms, SaveCookedPackage_HitCount=1, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_3608, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_EACAC6744191054A24DE8B9FCCBDC__ED6BA83EF4A7554CA4B3608BE54745A1468644EA, StartTime=2015.12.10-05.57.59, HierarchicalDDC, Duration=0.013001ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionIdB0A1B26349C09131B53EE69C8B831E4A_1188, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_EACAC6744191054A24DE8B9FCCBDC__ED6BA83EF4A7554CA4B3608BE54745A1468644EA, StartTime=2015.12.10-05.57.59, HierarchicalDDC, DataSize=6604 bytes, Retrieved=true, Duration=0.747167ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_3609, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_D25C95EE4979870FA0CABA8915A93__465F7CE8475CD11258A4ADA9D1BBB2DA45A76662, StartTime=2015.12.10-05.57.59, HierarchicalDDC, Duration=0.022069ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId8497C6484D6A53751A462CA7BD9F0846_1100, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_D25C95EE4979870FA0CABA8915A93__465F7CE8475CD11258A4ADA9D1BBB2DA45A76662, StartTime=2015.12.10-05.57.59, HierarchicalDDC, DataSize=6014 bytes, Retrieved=true, Duration=2.316766ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_3610, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_5FBF1984404F20634A05E09270110E87__DA8E204FB060F0A61A77A5BFA61A8F788A30C44A, StartTime=2015.12.10-05.57.59, HierarchicalDDC, Duration=2.300605ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionIdCC7F01704CC9C0BE1EFF9284D89F5E8D_1170, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_EACAC6744191054A24DE8B9FCCBDC__7B8982377B1D395592FF2AB57194BD16844BB537, StartTime=2015.12.10-05.57.59, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=84.968811ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
