DDCTransactionId83B0738D468809CE35FBC69067158AFA_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.12.10-06.29.41, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=2.393216ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
SavePackageTransactionId94025FB5402CCF9893FD5DB170FE5A70_660, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/StarterContent/Props/SM_Chair.uasset, FlushAsyncLoading=0.133988ms, FlushStreamingFunc=0.011820ms, BlockTillAllRequestsFinished=0.006307ms, ResetLoadersForSaveUnMarkAllObjects=0.324719ms, TagPackageExports=0.057932ms, BeginCacheForCookedPlatformData=0.005122ms, SerializeImports=0.080783ms, GatherLocalizableTextData=0.003941ms, MarkNames=0.007488ms, SerializeSummary=0.015762ms, SerializeNames=0.385802ms, SerializeGatherableTextData=0.010245ms, BuildExportMap=0.031527ms, SortExportsNonSeekfree=0.012215ms, SortExportsSeekfreeConstructor=0.014186ms, SortExportsSeekfreeInner=1.380444ms, SortExportsSeekfree=0.013795ms, BuildDependencyMap=0.024430ms, SerializeImportMap=0.006698ms, SerializeExportMap=0.005122ms, SerializeDependencyMap=0.004336ms, SerializeStringAssetReferenceMap=0.003152ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.043351ms, SerializeExports=0.209644ms, SerializeBulkData=0.019312ms, AsyncWrite=0.266790ms, UnaccountedTime=0.158023ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2643, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_42__60237C670D1C2234EAFBD7B9A313F6C1025CD9C4, StartTime=2015.12.10-06.30.03, HierarchicalDDC, DataSize=71485 bytes, Retrieved=true, Duration=0.554070ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2644, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_09C0E41C4F161EB226C98A8460F53CB__821D6464D31FD30EBBDDE18941A803493E085B53, StartTime=2015.12.10-06.30.03, HierarchicalDDC, DataSize=28795 bytes, Retrieved=true, Duration=0.357032ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2645, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_09C0E41C4F161EB22__94E2C2D8C1044C1F74A61B00EAABB031C8E0DA12, StartTime=2015.12.10-06.30.03, HierarchicalDDC, DataSize=393 bytes, Retrieved=true, Duration=0.100095ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2646, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf48A366FD__14BD22B458B3F02A725E178A0DAA489A1448579C, StartTime=2015.12.10-06.30.03, HierarchicalDDC, DataSize=220125 bytes, Retrieved=true, Duration=0.756230ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2647, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf48A366FD__0720CF0507853F412107022FB817AD00DF85C7B5, StartTime=2015.12.10-06.30.03, HierarchicalDDC, DataSize=179575 bytes, Retrieved=true, Duration=0.549734ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/StarterContent/Props/SM_Bush.uasset, AllOfLoadPackage_Duration=18.809970ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000790ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.008672ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.218317ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.017338ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.892114ms, SaveCookedPackage_HitCount=1, RunGuid=RunID738270244CC8060037FAAE932BEB098A
SavePackageTransactionId94025FB5402CCF9893FD5DB170FE5A70_661, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/StarterContent/Props/SM_Bush.uasset, FlushAsyncLoading=0.057139ms, FlushStreamingFunc=0.004731ms, BlockTillAllRequestsFinished=0.004333ms, ResetLoadersForSaveUnMarkAllObjects=0.226989ms, TagPackageExports=0.065807ms, BeginCacheForCookedPlatformData=0.004731ms, SerializeImports=0.078816ms, GatherLocalizableTextData=0.003938ms, MarkNames=0.008278ms, SerializeSummary=0.013005ms, SerializeNames=0.034679ms, SerializeGatherableTextData=0.002362ms, BuildExportMap=0.025224ms, SortExportsNonSeekfree=0.010639ms, SortExportsSeekfreeConstructor=0.013005ms, SortExportsSeekfreeInner=0.940654ms, SortExportsSeekfree=0.004731ms, BuildDependencyMap=0.011425ms, SerializeImportMap=0.004727ms, SerializeExportMap=0.003546ms, SerializeDependencyMap=0.003155ms, SerializeStringAssetReferenceMap=0.003152ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.018522ms, SerializeExports=0.096548ms, SerializeBulkData=0.013005ms, AsyncWrite=0.098124ms, UnaccountedTime=0.126500ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2648, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_9F__2A9A47A5B8169FB7FE245434FA965D07DABDEBC9, StartTime=2015.12.10-06.30.03, HierarchicalDDC, DataSize=10557 bytes, Retrieved=true, Duration=0.339694ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2649, CachedDataProbablyExists, Parent=DDCTransactionId83B0738D468809CE35FBC69067158AFA_2648, StartTime=2015.12.10-06.30.03, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.104036ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2650, GetCachedData, Parent=DDCTransactionId83B0738D468809CE35FBC69067158AFA_2648, StartTime=2015.12.10-06.30.03, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.128865ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2651, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_962AD41E44489E47D3AF40A4381F97D__309E1FACB14434A36270C2E01C998A275E615021, StartTime=2015.12.10-06.30.03, HierarchicalDDC, DataSize=3788 bytes, Retrieved=true, Duration=0.314865ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2652, CachedDataProbablyExists, Parent=DDCTransactionId83B0738D468809CE35FBC69067158AFA_2651, StartTime=2015.12.10-06.30.03, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.096153ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2653, GetCachedData, Parent=DDCTransactionId83B0738D468809CE35FBC69067158AFA_2651, StartTime=2015.12.10-06.30.03, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.119008ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2654, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_962AD41E44489E47D__55354C73BA63F988AF2FC6DB68E9AC40EE3BFA45, StartTime=2015.12.10-06.30.03, HierarchicalDDC, DataSize=6925 bytes, Retrieved=true, Duration=0.310529ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2655, CachedDataProbablyExists, Parent=DDCTransactionId83B0738D468809CE35FBC69067158AFA_2654, StartTime=2015.12.10-06.30.03, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.088666ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2656, GetCachedData, Parent=DDCTransactionId83B0738D468809CE35FBC69067158AFA_2654, StartTime=2015.12.10-06.30.03, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.120193ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/StarterContent/Props/SingleStalagmite.uasset, AllOfLoadPackage_Duration=3.392983ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000395ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.015765ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.201765ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.020098ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.797928ms, SaveCookedPackage_HitCount=1, RunGuid=RunID738270244CC8060037FAAE932BEB098A
SavePackageTransactionId94025FB5402CCF9893FD5DB170FE5A70_662, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/StarterContent/Props/SingleStalagmite.uasset, FlushAsyncLoading=0.041381ms, FlushStreamingFunc=0.005513ms, BlockTillAllRequestsFinished=0.005126ms, ResetLoadersForSaveUnMarkAllObjects=0.269547ms, TagPackageExports=0.063051ms, BeginCacheForCookedPlatformData=0.004727ms, SerializeImports=0.081576ms, GatherLocalizableTextData=0.003546ms, MarkNames=0.006698ms, SerializeSummary=0.012215ms, SerializeNames=0.055566ms, SerializeGatherableTextData=0.005517ms, BuildExportMap=0.020493ms, SortExportsNonSeekfree=0.011034ms, SortExportsSeekfreeConstructor=0.012610ms, SortExportsSeekfreeInner=0.564314ms, SortExportsSeekfree=0.004727ms, BuildDependencyMap=0.010245ms, SerializeImportMap=0.004336ms, SerializeExportMap=0.003941ms, SerializeDependencyMap=0.002757ms, SerializeStringAssetReferenceMap=0.002760ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.020884ms, SerializeExports=0.076450ms, SerializeBulkData=0.011034ms, AsyncWrite=0.085909ms, UnaccountedTime=0.127677ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/StarterContent/Particles/P_Smoke.uasset, AllOfLoadPackage_Duration=5.664036ms, AllOfLoadPackage_HitCount=6, ResolveRedirectors_Duration=0.001967ms, ResolveRedirectors_HitCount=6, CacheForCookedPlatformData_Duration=1.233850ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.201371ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.133984ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=4.513338ms, SaveCookedPackage_HitCount=1, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2657, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_9FE3FB2A45EE2A1E9CC88691B77F5079__D7E288B6DE42AE18C6C41A2CA8F7EF5E81DDF485, StartTime=2015.12.10-06.30.03, HierarchicalDDC, Duration=0.015765ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionIdC6859BC74D095BD7A8F06DA355242A30_690, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_9FE3FB2A45EE2A1E9CC88691B77F5079__D7E288B6DE42AE18C6C41A2CA8F7EF5E81DDF485, StartTime=2015.12.10-06.30.03, HierarchicalDDC, DataSize=4143 bytes, Retrieved=true, Duration=0.215951ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionIdCB6CFC144973C3AFD37FEFB6C706C73D_712, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_9FE3FB2A45EE2A1E9CC88691B77F5079__3E92316EC7BA7346770B9FC353C22B0FA0A8D769, StartTime=2015.12.10-06.30.03, HierarchicalDDC, DataSize=131332 bytes, Retrieved=true, Duration=0.451215ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionIdA1F014F9470A4B676FE3BB9DFD7A808F_718, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_9FE3FB2A45EE2A1E9CC88691B77F5079__EBCACF6F405205B339964DAAF54D31045FA9EFD1, StartTime=2015.12.10-06.30.03, HierarchicalDDC, DataSize=33028 bytes, Retrieved=true, Duration=0.206493ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionIdA1F014F9470A4B676FE3BB9DFD7A808F_719, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_9FE3FB2A45EE2A1E9CC88691B77F5079__08B4418D69ACEA5999075B831D9E8A4FF558DD12, StartTime=2015.12.10-06.30.03, HierarchicalDDC, DataSize=8452 bytes, Retrieved=true, Duration=0.096153ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
SavePackageTransactionId94025FB5402CCF9893FD5DB170FE5A70_663, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/StarterContent/Particles/P_Smoke.uasset, FlushAsyncLoading=0.040982ms, FlushStreamingFunc=0.004336ms, BlockTillAllRequestsFinished=0.005517ms, ResetLoadersForSaveUnMarkAllObjects=0.197824ms, TagPackageExports=0.171028ms, BeginCacheForCookedPlatformData=0.008278ms, SerializeImports=0.275850ms, GatherLocalizableTextData=0.003941ms, MarkNames=0.025615ms, SerializeSummary=0.013005ms, SerializeNames=0.166301ms, SerializeGatherableTextData=0.002757ms, BuildExportMap=0.194672ms, SortExportsNonSeekfree=0.275064ms, SortExportsSeekfreeConstructor=0.012219ms, SortExportsSeekfreeInner=1.231875ms, SortExportsSeekfree=0.006698ms, BuildDependencyMap=0.030346ms, SerializeImportMap=0.008274ms, SerializeExportMap=0.012610ms, SerializeDependencyMap=0.005122ms, SerializeStringAssetReferenceMap=0.002760ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.020493ms, SerializeExports=0.169057ms, SerializeBulkData=0.011034ms, AsyncWrite=0.096157ms, UnaccountedTime=0.134379ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2658, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufBBC9039A__E990EC5712B85B5E156D7734C7C21CF56E4660A8, StartTime=2015.12.10-06.30.03, HierarchicalDDC, DataSize=159531 bytes, Retrieved=true, Duration=0.591114ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2659, CachedDataProbablyExists, Parent=DDCTransactionId83B0738D468809CE35FBC69067158AFA_2658, StartTime=2015.12.10-06.30.03, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.144627ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2660, GetCachedData, Parent=DDCTransactionId83B0738D468809CE35FBC69067158AFA_2658, StartTime=2015.12.10-06.30.03, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.230141ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2661, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufBBC9039A__D7A9BD7D4FA7E35F4E86FE44B2928FBB4AD9B827, StartTime=2015.12.10-06.30.03, HierarchicalDDC, DataSize=124864 bytes, Retrieved=true, Duration=0.665199ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2662, CachedDataProbablyExists, Parent=DDCTransactionId83B0738D468809CE35FBC69067158AFA_2661, StartTime=2015.12.10-06.30.03, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.132803ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2663, GetCachedData, Parent=DDCTransactionId83B0738D468809CE35FBC69067158AFA_2661, StartTime=2015.12.10-06.30.03, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.242356ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/StarterContent/Materials/PurplePulse.uasset, AllOfLoadPackage_Duration=16.056180ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000395ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.022460ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.240386ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.045713ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=7.748693ms, SaveCookedPackage_HitCount=1, RunGuid=RunID738270244CC8060037FAAE932BEB098A
SavePackageTransactionId94025FB5402CCF9893FD5DB170FE5A70_664, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/StarterContent/Materials/PurplePulse.uasset, FlushAsyncLoading=0.050440ms, FlushStreamingFunc=0.005517ms, BlockTillAllRequestsFinished=0.004336ms, ResetLoadersForSaveUnMarkAllObjects=0.280973ms, TagPackageExports=0.673078ms, BeginCacheForCookedPlatformData=0.011429ms, SerializeImports=0.856325ms, GatherLocalizableTextData=0.011425ms, MarkNames=0.023253ms, SerializeSummary=0.013791ms, SerializeNames=0.152111ms, SerializeGatherableTextData=0.003546ms, BuildExportMap=0.168271ms, SortExportsNonSeekfree=0.245903ms, SortExportsSeekfreeConstructor=0.015371ms, SortExportsSeekfreeInner=1.614522ms, SortExportsSeekfree=0.014581ms, BuildDependencyMap=0.038225ms, SerializeImportMap=0.013005ms, SerializeExportMap=0.010245ms, SerializeDependencyMap=0.005517ms, SerializeStringAssetReferenceMap=0.003546ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.033889ms, SerializeExports=1.193654ms, SerializeBulkData=0.033498ms, AsyncWrite=0.197824ms, UnaccountedTime=0.175759ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/StarterContent/Materials/Cube_Mat_Teal.uasset, AllOfLoadPackage_Duration=0.066206ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000395ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.082754ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.271518ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.042558ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=13.102587ms, SaveCookedPackage_HitCount=1, RunGuid=RunID738270244CC8060037FAAE932BEB098A
SavePackageTransactionId94025FB5402CCF9893FD5DB170FE5A70_665, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/StarterContent/Materials/Cube_Mat_Teal.uasset, FlushAsyncLoading=0.081968ms, FlushStreamingFunc=0.006702ms, BlockTillAllRequestsFinished=0.005122ms, ResetLoadersForSaveUnMarkAllObjects=0.288855ms, TagPackageExports=1.600731ms, BeginCacheForCookedPlatformData=0.025615ms, SerializeImports=1.720134ms, GatherLocalizableTextData=0.011824ms, MarkNames=0.024039ms, SerializeSummary=0.017732ms, SerializeNames=0.171028ms, SerializeGatherableTextData=0.003941ms, BuildExportMap=0.135168ms, SortExportsNonSeekfree=0.437815ms, SortExportsSeekfreeConstructor=0.013005ms, SortExportsSeekfreeInner=2.093718ms, SortExportsSeekfree=0.007883ms, BuildDependencyMap=0.032708ms, SerializeImportMap=0.009064ms, SerializeExportMap=0.011429ms, SerializeDependencyMap=0.005517ms, SerializeStringAssetReferenceMap=0.002757ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.028376ms, SerializeExports=2.162680ms, SerializeBulkData=0.020493ms, AsyncWrite=0.252996ms, UnaccountedTime=0.154871ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2664, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf5CC851EF__28BFD3F01C7C54747EE75CDDB059660ABD984C2B, StartTime=2015.12.10-06.30.03, HierarchicalDDC, DataSize=167695 bytes, Retrieved=true, Duration=0.668351ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2665, CachedDataProbablyExists, Parent=DDCTransactionId83B0738D468809CE35FBC69067158AFA_2664, StartTime=2015.12.10-06.30.03, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.134774ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2666, GetCachedData, Parent=DDCTransactionId83B0738D468809CE35FBC69067158AFA_2664, StartTime=2015.12.10-06.30.03, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.238810ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2667, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf5CC851EF__A6C94B096F8CAF5319C0A5285102826D10861B79, StartTime=2015.12.10-06.30.03, HierarchicalDDC, DataSize=133495 bytes, Retrieved=true, Duration=0.643920ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2668, CachedDataProbablyExists, Parent=DDCTransactionId83B0738D468809CE35FBC69067158AFA_2667, StartTime=2015.12.10-06.30.03, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.141475ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2669, GetCachedData, Parent=DDCTransactionId83B0738D468809CE35FBC69067158AFA_2667, StartTime=2015.12.10-06.30.03, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.225805ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/StarterContent/Materials/Cube_Mat_Purple.uasset, AllOfLoadPackage_Duration=15.071779ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000790ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.022858ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.243541ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.041772ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=7.626530ms, SaveCookedPackage_HitCount=1, RunGuid=RunID738270244CC8060037FAAE932BEB098A
SavePackageTransactionId94025FB5402CCF9893FD5DB170FE5A70_666, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/StarterContent/Materials/Cube_Mat_Purple.uasset, FlushAsyncLoading=0.041377ms, FlushStreamingFunc=0.004727ms, BlockTillAllRequestsFinished=0.004731ms, ResetLoadersForSaveUnMarkAllObjects=0.265606ms, TagPackageExports=0.682145ms, BeginCacheForCookedPlatformData=0.011425ms, SerializeImports=0.822831ms, GatherLocalizableTextData=0.004727ms, MarkNames=0.018917ms, SerializeSummary=0.013005ms, SerializeNames=0.150535ms, SerializeGatherableTextData=0.002366ms, BuildExportMap=0.122160ms, SortExportsNonSeekfree=0.494171ms, SortExportsSeekfreeConstructor=0.014581ms, SortExportsSeekfreeInner=1.458470ms, SortExportsSeekfree=0.006702ms, BuildDependencyMap=0.028767ms, SerializeImportMap=0.007883ms, SerializeExportMap=0.011034ms, SerializeDependencyMap=0.005517ms, SerializeStringAssetReferenceMap=0.002366ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.025220ms, SerializeExports=1.030110ms, SerializeBulkData=0.016946ms, AsyncWrite=0.146203ms, UnaccountedTime=0.158023ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/StarterContent/Materials/Cube_Mat_Orange.uasset, AllOfLoadPackage_Duration=0.064630ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000395ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.022464ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.249844ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.049263ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=8.717723ms, SaveCookedPackage_HitCount=1, RunGuid=RunID738270244CC8060037FAAE932BEB098A
