DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.09-21.35.07, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.551309ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_813, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_900A1D814B42CE49E1EDDE85FDF36__B08D99E4CC1EAFBFC9C236902409C50CD71211E9, StartTime=2015.11.09-21.36.47, HierarchicalDDC, DataSize=8454 bytes, Retrieved=true, Duration=0.574559ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_814, CachedDataProbablyExists, Parent=DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_813, StartTime=2015.11.09-21.36.47, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.201371ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_914, GetCachedData, Parent=DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_912, StartTime=2015.11.09-21.36.47, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.273094ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_826, GetCachedData, Parent=DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_824, StartTime=2015.11.09-21.36.47, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.936322ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_815, GetCachedData, Parent=DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_813, StartTime=2015.11.09-21.36.47, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.295948ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_915, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_DF88A5C84BB15CEDBDFBF086E28D5__5B979592A624AB5480E752A66768CB6F2C246622, StartTime=2015.11.09-21.36.47, HierarchicalDDC, DataSize=3294 bytes, Retrieved=true, Duration=0.483133ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_916, CachedDataProbablyExists, Parent=DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_915, StartTime=2015.11.09-21.36.47, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.157628ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_816, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_8F7F834A4E301B3B68E905A2FB61C__37E1BBF0AD651DFA41B7B554130E14A132D86995, StartTime=2015.11.09-21.36.47, HierarchicalDDC, DataSize=3294 bytes, Retrieved=true, Duration=0.551309ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_817, CachedDataProbablyExists, Parent=DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_816, StartTime=2015.11.09-21.36.47, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.181671ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_917, GetCachedData, Parent=DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_915, StartTime=2015.11.09-21.36.47, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.260092ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_818, GetCachedData, Parent=DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_816, StartTime=2015.11.09-21.36.47, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.292797ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_918, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_AC457D734BC4F025C9D30F98ACCCE__0A65409B676F628D7876D17A7F2EB108B1124135, StartTime=2015.11.09-21.36.47, HierarchicalDDC, DataSize=3294 bytes, Retrieved=true, Duration=0.541851ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_919, CachedDataProbablyExists, Parent=DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_918, StartTime=2015.11.09-21.36.47, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.155266ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_827, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B173532542BDEDBF2753FC89AEF9A__BF8026FCA672E15A7817C2A4E10BE45D8AD25319, StartTime=2015.11.09-21.36.47, HierarchicalDDC, DataSize=3294 bytes, Retrieved=true, Duration=0.671502ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_920, GetCachedData, Parent=DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_918, StartTime=2015.11.09-21.36.47, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.287674ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_819, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_24851AAD437C36FC64E5DCACF7049__294A22C68840BB0FDA2A54EF6BA4FBDF5C9C2248, StartTime=2015.11.09-21.36.47, HierarchicalDDC, DataSize=3883 bytes, Retrieved=true, Duration=0.614759ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_828, CachedDataProbablyExists, Parent=DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_827, StartTime=2015.11.09-21.36.47, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.193492ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_820, CachedDataProbablyExists, Parent=DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_819, StartTime=2015.11.09-21.36.47, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.188369ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_821, GetCachedData, Parent=DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_819, StartTime=2015.11.09-21.36.47, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.294767ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_829, GetCachedData, Parent=DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_827, StartTime=2015.11.09-21.36.47, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.338510ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_921, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_291B6CF745414759B7A464BF79756__E102D42C975D950895234E1D8346AD7F33B477AA, StartTime=2015.11.09-21.36.47, HierarchicalDDC, DataSize=3294 bytes, Retrieved=true, Duration=0.506781ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_922, CachedDataProbablyExists, Parent=DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_921, StartTime=2015.11.09-21.36.47, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.167482ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_923, GetCachedData, Parent=DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_921, StartTime=2015.11.09-21.36.47, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.260875ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_822, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_24851AAD437C36FC64E5DCACF7049__EC1774B068C78AAD089B721F0B7E26433C8BF96D, StartTime=2015.11.09-21.36.47, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.633672ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_823, CachedDataProbablyExists, Parent=DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_822, StartTime=2015.11.09-21.36.47, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.183638ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_830, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_EB32EF05406774BDC3EC53BB9DDBE__4597FC75EB42444ABD8364B5C9A9B7F1E67E9E1B, StartTime=2015.11.09-21.36.47, HierarchicalDDC, DataSize=3588 bytes, Retrieved=true, Duration=0.593867ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_831, CachedDataProbablyExists, Parent=DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_830, StartTime=2015.11.09-21.36.47, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.174180ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_824, GetCachedData, Parent=DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_822, StartTime=2015.11.09-21.36.47, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.296347ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_924, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_374C9B514FDB3F639812609A4DC95__0A96C078F8C076891E2E8EE7D5703E9A8BBFA3CC, StartTime=2015.11.09-21.36.47, HierarchicalDDC, DataSize=3588 bytes, Retrieved=true, Duration=0.472102ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_832, GetCachedData, Parent=DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_830, StartTime=2015.11.09-21.36.47, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.325508ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_925, CachedDataProbablyExists, Parent=DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_924, StartTime=2015.11.09-21.36.47, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.154871ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_926, GetCachedData, Parent=DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_924, StartTime=2015.11.09-21.36.47, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.232503ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_825, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_24851AAD437C36FC64E5DCACF7049__983D5777C34FEF94AF5E165325BF3CB85BA0894A, StartTime=2015.11.09-21.36.47, HierarchicalDDC, DataSize=8454 bytes, Retrieved=true, Duration=0.620667ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_833, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_EB32EF05406774BDC3EC53BB9DDBE__7D150E1C7B69AE7FE4FF9BD6F0678668241F4A3D, StartTime=2015.11.09-21.36.47, HierarchicalDDC, DataSize=8454 bytes, Retrieved=true, Duration=0.646677ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_826, CachedDataProbablyExists, Parent=DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_825, StartTime=2015.11.09-21.36.47, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.202160ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_834, CachedDataProbablyExists, Parent=DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_833, StartTime=2015.11.09-21.36.47, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.175361ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_927, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_374C9B514FDB3F639812609A4DC95__8851B46E4CF486F57C0F29445EB6216FACFA3387, StartTime=2015.11.09-21.36.47, HierarchicalDDC, DataSize=8454 bytes, Retrieved=true, Duration=0.417326ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_928, CachedDataProbablyExists, Parent=DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_927, StartTime=2015.11.09-21.36.47, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.124525ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_835, GetCachedData, Parent=DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_833, StartTime=2015.11.09-21.36.47, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.336144ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_929, GetCachedData, Parent=DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_927, StartTime=2015.11.09-21.36.47, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.203736ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_827, GetCachedData, Parent=DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_825, StartTime=2015.11.09-21.36.47, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.282943ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_930, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_D07EA1D1430B718EF13F59BD9E7FE__7015568E669897A538F83CC9E2E1F36EF84ABE5C, StartTime=2015.11.09-21.36.47, HierarchicalDDC, DataSize=3588 bytes, Retrieved=true, Duration=0.419687ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_931, CachedDataProbablyExists, Parent=DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_930, StartTime=2015.11.09-21.36.47, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.126895ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_828, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_6BFA40FA4D7933EA0943D7AFF93CC__447C8D40B36DC9A60732A9E89759AABB30902AAF, StartTime=2015.11.09-21.36.47, HierarchicalDDC, DataSize=3883 bytes, Retrieved=true, Duration=0.592686ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_836, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_57006F07434F46F09EDA65860EF59__A8BE40BEDED9E669A2807BD24EB4A981C8C2BE6A, StartTime=2015.11.09-21.36.47, HierarchicalDDC, DataSize=3588 bytes, Retrieved=true, Duration=0.655346ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_829, CachedDataProbablyExists, Parent=DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_828, StartTime=2015.11.09-21.36.47, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.181273ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_837, CachedDataProbablyExists, Parent=DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_836, StartTime=2015.11.09-21.36.47, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.159208ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_932, GetCachedData, Parent=DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_930, StartTime=2015.11.09-21.36.47, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.221863ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_830, GetCachedData, Parent=DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_828, StartTime=2015.11.09-21.36.47, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.315655ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_838, GetCachedData, Parent=DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_836, StartTime=2015.11.09-21.36.47, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.362154ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_933, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_D07EA1D1430B718EF13F59BD9E7FE__E22A84F3FFE2E90105BCD027DC648DAE3A4498C6, StartTime=2015.11.09-21.36.47, HierarchicalDDC, DataSize=8454 bytes, Retrieved=true, Duration=0.412595ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_934, CachedDataProbablyExists, Parent=DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_933, StartTime=2015.11.09-21.36.47, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.136744ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_935, GetCachedData, Parent=DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_933, StartTime=2015.11.09-21.36.47, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.198219ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_831, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_6BFA40FA4D7933EA0943D7AFF93CC__678483F18ADEB1BDDDA3D149C7DFC298786B0F9E, StartTime=2015.11.09-21.36.47, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.584018ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_832, CachedDataProbablyExists, Parent=DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_831, StartTime=2015.11.09-21.36.47, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.197034ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_839, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_57006F07434F46F09EDA65860EF59__88272005425AC1ED89D7DBB0DD0F87E1F380935B, StartTime=2015.11.09-21.36.47, HierarchicalDDC, DataSize=8454 bytes, Retrieved=true, Duration=0.538699ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_840, CachedDataProbablyExists, Parent=DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_839, StartTime=2015.11.09-21.36.47, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.167482ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_936, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_08FE29F64B74D8E9B77F668AC0C1A__0EB8CE05A7F13168BD9CEAC8F41203C69BF640EF, StartTime=2015.11.09-21.36.47, HierarchicalDDC, DataSize=3588 bytes, Retrieved=true, Duration=0.511903ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_937, CachedDataProbablyExists, Parent=DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_936, StartTime=2015.11.09-21.36.47, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.158023ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_833, GetCachedData, Parent=DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_831, StartTime=2015.11.09-21.36.47, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.290040ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_841, GetCachedData, Parent=DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_839, StartTime=2015.11.09-21.36.47, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.291616ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_938, GetCachedData, Parent=DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_936, StartTime=2015.11.09-21.36.47, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.277430ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_834, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_6BFA40FA4D7933EA0943D7AFF93CC__1A9AD4A5B7BFEBF596BDCE6909E532B61C36A521, StartTime=2015.11.09-21.36.47, HierarchicalDDC, DataSize=8454 bytes, Retrieved=true, Duration=0.541851ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_835, CachedDataProbablyExists, Parent=DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_834, StartTime=2015.11.09-21.36.47, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.164326ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_842, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_08FE29F64B74D8E9B77F668AC0C1A__D270B9E9E2D7329D7D099C49A2BE7DD236BE382F, StartTime=2015.11.09-21.36.47, HierarchicalDDC, DataSize=8454 bytes, Retrieved=true, Duration=0.523724ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_843, CachedDataProbablyExists, Parent=DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_842, StartTime=2015.11.09-21.36.47, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.166301ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_836, GetCachedData, Parent=DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_834, StartTime=2015.11.09-21.36.47, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.300676ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
