DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.12.10-06.02.32, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=2.192236ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/ThirdPersonBP/Maps/Cave.umap, AllOfLoadPackage_Duration=393.939123ms, AllOfLoadPackage_HitCount=11, ResolveRedirectors_Duration=0.095770ms, ResolveRedirectors_HitCount=11, CacheForCookedPlatformData_Duration=42.953353ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.184428ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=3.405988ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=239.396434ms, SaveCookedPackage_HitCount=1, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2861, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_67285FD942D9CE982381E8B1FBABA__C40BF83F2AA33912ECAA437110AEE6334504BAED, StartTime=2015.12.10-06.03.11, HierarchicalDDC, Duration=0.177335ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2862, CachedDataProbablyExists, Parent=DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2861, StartTime=2015.12.10-06.03.11, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.132013ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2863, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_CAD4FD1C4430E7B5FFE643950AB4C__10D843B81CB3B7CE8A89F75573153A9B795322A3, StartTime=2015.12.10-06.03.11, HierarchicalDDC, Duration=0.213984ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_968, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_67285FD942D9CE982381E8B1FBABA__C40BF83F2AA33912ECAA437110AEE6334504BAED, StartTime=2015.12.10-06.03.11, HierarchicalDDC, DataSize=6309 bytes, Retrieved=true, Duration=0.344027ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2864, CachedDataProbablyExists, Parent=DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2863, StartTime=2015.12.10-06.03.11, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.114676ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_969, CachedDataProbablyExists, Parent=DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_968, StartTime=2015.12.10-06.03.11, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.104822ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_970, GetCachedData, Parent=DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_968, StartTime=2015.12.10-06.03.11, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.118222ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdDF6B9117480A272436473FAF035D8882_954, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_CAD4FD1C4430E7B5FFE643950AB4C__10D843B81CB3B7CE8A89F75573153A9B795322A3, StartTime=2015.12.10-06.03.11, HierarchicalDDC, DataSize=6604 bytes, Retrieved=true, Duration=0.407077ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2865, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_A0C70E7D4B8DD2775307E7A3DA67B__188C439636587218A2DE7CCFB60F1657D963583B, StartTime=2015.12.10-06.03.11, HierarchicalDDC, Duration=0.217531ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2866, CachedDataProbablyExists, Parent=DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2865, StartTime=2015.12.10-06.03.11, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.119012ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdDF6B9117480A272436473FAF035D8882_955, CachedDataProbablyExists, Parent=DDCTransactionIdDF6B9117480A272436473FAF035D8882_954, StartTime=2015.12.10-06.03.11, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.071328ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId5B01BF5D4A0A2ADBEA080E9494888872_905, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_67285FD942D9CE982381E8B1FBABA__DC3FA84406C6C50DEC5114843E88B52E26F96BBF, StartTime=2015.12.10-06.03.11, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.262059ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId5B01BF5D4A0A2ADBEA080E9494888872_906, CachedDataProbablyExists, Parent=DDCTransactionId5B01BF5D4A0A2ADBEA080E9494888872_905, StartTime=2015.12.10-06.03.11, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.090245ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdDF6B9117480A272436473FAF035D8882_956, GetCachedData, Parent=DDCTransactionIdDF6B9117480A272436473FAF035D8882_954, StartTime=2015.12.10-06.03.11, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.106007ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId5B01BF5D4A0A2ADBEA080E9494888872_907, GetCachedData, Parent=DDCTransactionId5B01BF5D4A0A2ADBEA080E9494888872_905, StartTime=2015.12.10-06.03.11, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.116255ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2867, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_558672CB4E3CC03542B5B2BE1887A__128D930017DB1F065533C62E302333EAA1A55410, StartTime=2015.12.10-06.03.11, HierarchicalDDC, Duration=0.186395ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2868, CachedDataProbablyExists, Parent=DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2867, StartTime=2015.12.10-06.03.11, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.112314ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId5B01BF5D4A0A2ADBEA080E9494888872_908, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_A0C70E7D4B8DD2775307E7A3DA67B__188C439636587218A2DE7CCFB60F1657D963583B, StartTime=2015.12.10-06.03.11, HierarchicalDDC, DataSize=6899 bytes, Retrieved=true, Duration=0.262059ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId5B01BF5D4A0A2ADBEA080E9494888872_909, CachedDataProbablyExists, Parent=DDCTransactionId5B01BF5D4A0A2ADBEA080E9494888872_908, StartTime=2015.12.10-06.03.11, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.064630ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_971, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_CAD4FD1C4430E7B5FFE643950AB4C__81AD13D10CB23A74645B714FF96809914C290A63, StartTime=2015.12.10-06.03.11, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=0.411805ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_972, CachedDataProbablyExists, Parent=DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_971, StartTime=2015.12.10-06.03.11, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.093002ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId5B01BF5D4A0A2ADBEA080E9494888872_910, GetCachedData, Parent=DDCTransactionId5B01BF5D4A0A2ADBEA080E9494888872_908, StartTime=2015.12.10-06.03.11, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.120193ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2869, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_6A420B0746A4860F4566F3AC9C631__ABA330AC7218CB714C6B44B41E1D605610C4E985, StartTime=2015.12.10-06.03.11, HierarchicalDDC, Duration=0.132013ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_973, GetCachedData, Parent=DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_971, StartTime=2015.12.10-06.03.11, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.158813ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2870, CachedDataProbablyExists, Parent=DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2869, StartTime=2015.12.10-06.03.11, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.075269ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId5B01BF5D4A0A2ADBEA080E9494888872_911, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_A0C70E7D4B8DD2775307E7A3DA67B__B78004390BC31A0A7AEE0F0BE2F978FE20943149, StartTime=2015.12.10-06.03.11, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=0.524513ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId5B01BF5D4A0A2ADBEA080E9494888872_912, CachedDataProbablyExists, Parent=DDCTransactionId5B01BF5D4A0A2ADBEA080E9494888872_911, StartTime=2015.12.10-06.03.11, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.058323ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId5B01BF5D4A0A2ADBEA080E9494888872_913, GetCachedData, Parent=DDCTransactionId5B01BF5D4A0A2ADBEA080E9494888872_911, StartTime=2015.12.10-06.03.11, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.197429ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2871, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3D61E1F94A9B16BDEA8F7FB415C7C__9841A7856FC04119969BE89544CB18F8F7594577, StartTime=2015.12.10-06.03.11, HierarchicalDDC, Duration=0.181276ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2872, CachedDataProbablyExists, Parent=DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2871, StartTime=2015.12.10-06.03.11, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.070933ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_974, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_CAD4FD1C4430E7B5FFE643950AB4C__0613949AEECCA146671F6B5245E937B3A443F652, StartTime=2015.12.10-06.03.11, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.552885ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_975, CachedDataProbablyExists, Parent=DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_974, StartTime=2015.12.10-06.03.11, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.130437ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2873, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_0D7858E144659DF4F9847C8A91DB7__4BB3133FF7294084BB22B0F4577CD135C8207D2D, StartTime=2015.12.10-06.03.11, HierarchicalDDC, Duration=0.133988ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_976, GetCachedData, Parent=DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_974, StartTime=2015.12.10-06.03.11, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.190731ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2874, CachedDataProbablyExists, Parent=DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2873, StartTime=2015.12.10-06.03.11, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.066206ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2875, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_0AB8ABB0445DD8A9D8880DB3C2B36__948B62A0500B8EA679C8DDE565435525A5F4451D, StartTime=2015.12.10-06.03.11, HierarchicalDDC, Duration=0.218712ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId5B01BF5D4A0A2ADBEA080E9494888872_914, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_A0C70E7D4B8DD2775307E7A3DA67B__C1C1D7A2FF80AF3FF32483C4617CFBDC4088445B, StartTime=2015.12.10-06.03.11, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=0.528455ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId5B01BF5D4A0A2ADBEA080E9494888872_915, CachedDataProbablyExists, Parent=DDCTransactionId5B01BF5D4A0A2ADBEA080E9494888872_914, StartTime=2015.12.10-06.03.11, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.129256ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2876, CachedDataProbablyExists, Parent=DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2875, StartTime=2015.12.10-06.03.11, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.130046ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_977, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_558672CB4E3CC03542B5B2BE1887A__128D930017DB1F065533C62E302333EAA1A55410, StartTime=2015.12.10-06.03.11, HierarchicalDDC, DataSize=6604 bytes, Retrieved=true, Duration=0.372399ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdDF6B9117480A272436473FAF035D8882_957, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_A0C70E7D4B8DD2775307E7A3DA67B__ACDE3A273311A3D6D441792289AB825EDE352641, StartTime=2015.12.10-06.03.11, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.555251ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_978, CachedDataProbablyExists, Parent=DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_977, StartTime=2015.12.10-06.03.11, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.141472ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId5B01BF5D4A0A2ADBEA080E9494888872_916, GetCachedData, Parent=DDCTransactionId5B01BF5D4A0A2ADBEA080E9494888872_914, StartTime=2015.12.10-06.03.11, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.201374ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdDF6B9117480A272436473FAF035D8882_958, CachedDataProbablyExists, Parent=DDCTransactionIdDF6B9117480A272436473FAF035D8882_957, StartTime=2015.12.10-06.03.11, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.109553ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2877, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_0A09A7CA4D979832118B5C9B7910E__CCA624D68619924330A475D3C0CDFE6968FCC762, StartTime=2015.12.10-06.03.11, HierarchicalDDC, Duration=0.185609ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_979, GetCachedData, Parent=DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_977, StartTime=2015.12.10-06.03.11, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.130441ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2878, CachedDataProbablyExists, Parent=DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2877, StartTime=2015.12.10-06.03.11, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.122163ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdDF6B9117480A272436473FAF035D8882_959, GetCachedData, Parent=DDCTransactionIdDF6B9117480A272436473FAF035D8882_957, StartTime=2015.12.10-06.03.11, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.172999ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_980, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_558672CB4E3CC03542B5B2BE1887A__577A6B1FE73AA4F58838FDBD3B04540C68CBCC1E, StartTime=2015.12.10-06.03.11, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=0.363339ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_981, CachedDataProbablyExists, Parent=DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_980, StartTime=2015.12.10-06.03.11, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.091031ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2879, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_8236BDCE438171E5B6E452901FF06__CBD0BD5349786EF75145E6ACD8E4C5E097BDE047, StartTime=2015.12.10-06.03.11, HierarchicalDDC, Duration=0.158023ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2880, CachedDataProbablyExists, Parent=DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2879, StartTime=2015.12.10-06.03.11, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.076056ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_982, GetCachedData, Parent=DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_980, StartTime=2015.12.10-06.03.11, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.143051ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdDF6B9117480A272436473FAF035D8882_960, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_6A420B0746A4860F4566F3AC9C631__ABA330AC7218CB714C6B44B41E1D605610C4E985, StartTime=2015.12.10-06.03.11, HierarchicalDDC, DataSize=6014 bytes, Retrieved=true, Duration=0.413779ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId5B01BF5D4A0A2ADBEA080E9494888872_917, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3D61E1F94A9B16BDEA8F7FB415C7C__9841A7856FC04119969BE89544CB18F8F7594577, StartTime=2015.12.10-06.03.11, HierarchicalDDC, DataSize=7196 bytes, Retrieved=true, Duration=0.458311ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdDF6B9117480A272436473FAF035D8882_961, CachedDataProbablyExists, Parent=DDCTransactionIdDF6B9117480A272436473FAF035D8882_960, StartTime=2015.12.10-06.03.11, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.078421ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId5B01BF5D4A0A2ADBEA080E9494888872_918, CachedDataProbablyExists, Parent=DDCTransactionId5B01BF5D4A0A2ADBEA080E9494888872_917, StartTime=2015.12.10-06.03.11, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.083543ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2881, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B0E0789349F1DDD756C0FFA69F442__DF192C4225A979987A4012E1F39B254B6BEFE242, StartTime=2015.12.10-06.03.11, HierarchicalDDC, Duration=0.168268ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2882, CachedDataProbablyExists, Parent=DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2881, StartTime=2015.12.10-06.03.11, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.066206ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_983, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_558672CB4E3CC03542B5B2BE1887A__B3647899792FC255B919840945FBC2DD5FAD6480, StartTime=2015.12.10-06.03.11, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.327475ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdDF6B9117480A272436473FAF035D8882_962, GetCachedData, Parent=DDCTransactionIdDF6B9117480A272436473FAF035D8882_960, StartTime=2015.12.10-06.03.11, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.113495ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId5B01BF5D4A0A2ADBEA080E9494888872_919, GetCachedData, Parent=DDCTransactionId5B01BF5D4A0A2ADBEA080E9494888872_917, StartTime=2015.12.10-06.03.11, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.150535ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_984, CachedDataProbablyExists, Parent=DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_983, StartTime=2015.12.10-06.03.11, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.100881ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2883, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_DAA183C7485C5DE800FD278AD8512__2034902C4F299A395BD4D9B38876733EBAA01772, StartTime=2015.12.10-06.03.11, HierarchicalDDC, Duration=0.139501ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_985, GetCachedData, Parent=DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_983, StartTime=2015.12.10-06.03.11, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.122949ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2884, CachedDataProbablyExists, Parent=DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2883, StartTime=2015.12.10-06.03.11, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.059109ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdDF6B9117480A272436473FAF035D8882_963, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_0D7858E144659DF4F9847C8A91DB7__4BB3133FF7294084BB22B0F4577CD135C8207D2D, StartTime=2015.12.10-06.03.11, HierarchicalDDC, DataSize=7196 bytes, Retrieved=true, Duration=0.285704ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
