DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.12.10-06.27.09, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.509538ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2762, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_DD__46E945EBA93E7DB6EDC56D3F32B3A825264D87BD, StartTime=2015.12.10-06.27.32, HierarchicalDDC, DataSize=20013 bytes, Retrieved=true, Duration=0.230927ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2763, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2762, StartTime=2015.12.10-06.27.32, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.055563ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2764, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2762, StartTime=2015.12.10-06.27.32, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.086304ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2765, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_08AE4A114417A0B49__765B12D570166B60D04E5E09419C24E78978F804, StartTime=2015.12.10-06.27.32, HierarchicalDDC, DataSize=11149 bytes, Retrieved=true, Duration=0.232898ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2766, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2765, StartTime=2015.12.10-06.27.32, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.052806ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2767, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2765, StartTime=2015.12.10-06.27.32, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.083543ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2768, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_81__D252BD657274ED79D425425871B951F9A892CA7A, StartTime=2015.12.10-06.27.32, HierarchicalDDC, DataSize=1509089 bytes, Retrieved=true, Duration=2.712023ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2769, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2768, StartTime=2015.12.10-06.27.32, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.053991ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2770, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2768, StartTime=2015.12.10-06.27.32, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=1.491968ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2771, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_2F8B28E249802E7AD__3D7C8E33CABBCBE5DAE0603A1D66F6FA780E22D8, StartTime=2015.12.10-06.27.32, HierarchicalDDC, DataSize=2317 bytes, Retrieved=true, Duration=0.571016ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2772, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2771, StartTime=2015.12.10-06.27.32, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.243537ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2773, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2771, StartTime=2015.12.10-06.27.32, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.206102ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2774, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_D5__AF829D9B7063997A475C14C9FE5901B851A62121, StartTime=2015.12.10-06.27.32, HierarchicalDDC, DataSize=59173 bytes, Retrieved=true, Duration=0.673477ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2775, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_02__D70E5465B36B0DB288CF366F286737C8612B42B7, StartTime=2015.12.10-06.27.32, HierarchicalDDC, DataSize=188533 bytes, Retrieved=true, Duration=1.532949ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2776, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_12__3E4F5A5D4E9CAD1D85711C41D5F54655C0E96001, StartTime=2015.12.10-06.27.32, HierarchicalDDC, DataSize=342977 bytes, Retrieved=true, Duration=1.863580ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2777, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_72FF818B4FB06559399983BF205585E__864618BD2D410F7A928FE269044B346C541C5B5D, StartTime=2015.12.10-06.27.32, HierarchicalDDC, DataSize=7084 bytes, Retrieved=true, Duration=0.291221ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2778, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2777, StartTime=2015.12.10-06.27.32, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.098124ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2779, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2777, StartTime=2015.12.10-06.27.32, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.106793ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2780, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_88375C894A90DAAF4871FEAED358D54__CFED8B52B184AF6BE50F9D16FFB98BC18C2F2F26, StartTime=2015.12.10-06.27.32, HierarchicalDDC, DataSize=4158 bytes, Retrieved=true, Duration=0.228960ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2781, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2780, StartTime=2015.12.10-06.27.32, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.060689ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2782, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2780, StartTime=2015.12.10-06.27.32, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.087880ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2783, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf559670DB__A2E1ADB23075C8561107DDF363015DBCBC13C17D, StartTime=2015.12.10-06.27.32, HierarchicalDDC, DataSize=536462 bytes, Retrieved=true, Duration=0.925682ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2784, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf559670DB__56AA71EED62DD9E4D4640379AE67A826CAB869D1, StartTime=2015.12.10-06.27.32, HierarchicalDDC, DataSize=429704 bytes, Retrieved=true, Duration=0.752680ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2785, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_2F8B28E249802E7ADA5C4C9C32A0F99__661703A42DC0FDBE68873420E4B3979C9A31D7B4, StartTime=2015.12.10-06.27.32, HierarchicalDDC, DataSize=592550 bytes, Retrieved=true, Duration=1.227938ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2786, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2785, StartTime=2015.12.10-06.27.32, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.150535ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2787, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2785, StartTime=2015.12.10-06.27.32, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.565890ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2788, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_08AE4A114417A0B49016A8A1249FAB1__181E9C7AE60C7E3141EA788600C777276AAD87C6, StartTime=2015.12.10-06.27.32, HierarchicalDDC, DataSize=5716 bytes, Retrieved=true, Duration=0.767261ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2789, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2788, StartTime=2015.12.10-06.27.32, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.300679ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2790, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2788, StartTime=2015.12.10-06.27.32, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.280581ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2791, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf8D67452F__FF47625B2D3796EDF55B43435B797F09387F3A27, StartTime=2015.12.10-06.27.32, HierarchicalDDC, DataSize=140743 bytes, Retrieved=true, Duration=0.441756ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2792, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2791, StartTime=2015.12.10-06.27.32, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.106793ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2793, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2791, StartTime=2015.12.10-06.27.32, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.160784ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2794, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf8D67452F__498D4592BA661C0902D162697895E5C5902F8EE1, StartTime=2015.12.10-06.27.32, HierarchicalDDC, DataSize=108975 bytes, Retrieved=true, Duration=0.619091ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2795, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2794, StartTime=2015.12.10-06.27.32, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.154085ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2796, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2794, StartTime=2015.12.10-06.27.32, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.289254ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2797, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufCBB3D037__A5D013A0518F9067962F67854DD7E209DA5222E4, StartTime=2015.12.10-06.27.32, HierarchicalDDC, DataSize=146355 bytes, Retrieved=true, Duration=0.546977ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2798, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2797, StartTime=2015.12.10-06.27.32, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.168271ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2799, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2797, StartTime=2015.12.10-06.27.32, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.191126ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2800, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufCBB3D037__72EA89022F545E67735B8D34A7AC3BB2F56921E0, StartTime=2015.12.10-06.27.32, HierarchicalDDC, DataSize=113079 bytes, Retrieved=true, Duration=0.512298ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2801, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2800, StartTime=2015.12.10-06.27.32, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.164721ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2802, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2800, StartTime=2015.12.10-06.27.32, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.178516ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2803, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf6C93DFF8__D46F5840F938CA1050EF90954F93D36DABA0E06B, StartTime=2015.12.10-06.27.32, HierarchicalDDC, DataSize=161194 bytes, Retrieved=true, Duration=0.406288ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2804, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf6C93DFF8__C15F07D07592EF6A6D53D7738AEBFAB17A56FA94, StartTime=2015.12.10-06.27.32, HierarchicalDDC, DataSize=126812 bytes, Retrieved=true, Duration=0.295162ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2805, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_7DB5A1CA40BA80EFCD5B48B4097E239__F3B55353F359D99C5E29FBFB153F2F6E7CDADE1F, StartTime=2015.12.10-06.27.32, HierarchicalDDC, DataSize=69488 bytes, Retrieved=true, Duration=0.422843ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2806, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_7DB5A1CA40BA80EFC__AECE31F0A59AE3E6A07D4DDE7EA1B0A1D70AFEEC, StartTime=2015.12.10-06.27.32, HierarchicalDDC, DataSize=1309 bytes, Retrieved=true, Duration=0.058323ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2807, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf154C84EE__A501F371AA20F3D914644BB83B455FDF7991BD50, StartTime=2015.12.10-06.27.32, HierarchicalDDC, DataSize=140631 bytes, Retrieved=true, Duration=0.405502ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2808, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2807, StartTime=2015.12.10-06.27.32, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.088666ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2809, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2807, StartTime=2015.12.10-06.27.32, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.143442ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2810, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf154C84EE__61346C9CE67A009F35EE18E9B2BD65A2755C8E8D, StartTime=2015.12.10-06.27.32, HierarchicalDDC, DataSize=108983 bytes, Retrieved=true, Duration=0.392497ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2811, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2810, StartTime=2015.12.10-06.27.32, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.101671ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2812, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2810, StartTime=2015.12.10-06.27.32, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.135563ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2813, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf677C75C3__928839D307BF48B8B2B395B86B29807B5A405629, StartTime=2015.12.10-06.27.32, HierarchicalDDC, DataSize=155552 bytes, Retrieved=true, Duration=0.411414ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2814, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf677C75C3__675F745E9A04E1A4B15DCD963C109630B3D71AD4, StartTime=2015.12.10-06.27.32, HierarchicalDDC, DataSize=121602 bytes, Retrieved=true, Duration=0.415750ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2815, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_A71BCF02478509B604FD45AEDF93902__D36A16D2497142870043E357CB628B62BE368DA6, StartTime=2015.12.10-06.27.32, HierarchicalDDC, DataSize=131838 bytes, Retrieved=true, Duration=0.801548ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2816, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_A71BCF02478509B60__33B2A1B7CE0826ABB09A1B435B46C935EC9EB0E7, StartTime=2015.12.10-06.27.32, HierarchicalDDC, DataSize=2845 bytes, Retrieved=true, Duration=0.076450ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2817, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_5C0AA41F4C806731052AAE8ADB125D3__488D9BD004FEE7E54CBF49ADF0B161DA581867EA, StartTime=2015.12.10-06.27.32, HierarchicalDDC, DataSize=26622 bytes, Retrieved=true, Duration=0.206497ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2818, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_5C0AA41F4C8067310__85F84DD6E2D15EE58654A2C3345BA411EA8DCC0B, StartTime=2015.12.10-06.27.32, HierarchicalDDC, DataSize=1309 bytes, Retrieved=true, Duration=0.048079ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2819, GetCachedData, CacheKey=Audio_0002_0000_OGG_0001_BD829F5747D154837BC3CDB55EDD9F0C, StartTime=2015.12.10-06.27.32, HierarchicalDDC, DataSize=1648977 bytes, Retrieved=true, Duration=2.998117ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2820, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2819, StartTime=2015.12.10-06.27.32, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.065416ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2821, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2819, StartTime=2015.12.10-06.27.32, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=1.661025ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/ThirdPersonBP/Maps/AntiHub.umap, AllOfLoadPackage_Duration=307.394020ms, AllOfLoadPackage_HitCount=7, ResolveRedirectors_Duration=1.830086ms, ResolveRedirectors_HitCount=7, CacheForCookedPlatformData_Duration=29.152069ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.275854ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=4.091680ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=130.152624ms, SaveCookedPackage_HitCount=1, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2822, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_EFF9569B4C425AD58033D69DE407C__A406D65291F59A6D9165E1AA5D0B6CD7E83F8CED, StartTime=2015.12.10-06.27.32, HierarchicalDDC, Duration=0.178911ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2823, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2822, StartTime=2015.12.10-06.27.32, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.123739ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdA71759444FAFBCC21C778AB39F687129_657, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_EFF9569B4C425AD58033D69DE407C__A406D65291F59A6D9165E1AA5D0B6CD7E83F8CED, StartTime=2015.12.10-06.27.32, HierarchicalDDC, DataSize=6014 bytes, Retrieved=true, Duration=0.327084ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_2824, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B037D6044F9A6F08421364B245296__D8C9A9C212E9F1C3FC134B89F19683C1BC4B8D9F, StartTime=2015.12.10-06.27.32, HierarchicalDDC, Duration=0.126500ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
